"PartitionKey","RowKey","WeekNumber","MonthNumber","YearNumber","Duration"
"343a795c-7ee4-40d1-8ef5-f93b85059a50","32_8_2020","32","8","2020","36"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","18_4_2020","18","4","2020","30.75"
"75684d5f-2ab3-4aa8-a82b-e084b10f94b4","22_5_2020","22","5","2020","40"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","33_8_2020","33","8","2020","38.25"
"2da05f36-663d-45bd-bf97-407b305b74bf","32_8_2020","32","8","2020","37"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","26_6_2020","26","6","2020","40.5"
"89fe4a65-76ab-4126-82e2-52f425c11f21","33_8_2020","33","8","2020","40.25"
"8aa34fdd-8885-4c15-a445-0b413705a326","25_6_2020","25","6","2020","40"
"7cdcb7be-32fa-4231-8271-549422721c9b","22_5_2020","22","5","2020","40.75"
"89a590ca-884f-4936-b62d-c8f76d79002c","25_6_2020","25","6","2020","40.5"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","33_8_2020","33","8","2020","40.25"
"e716fa8b-62e8-463e-afad-ffbef362ade6","22_5_2020","22","5","2020","39.75"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","22_5_2020","22","5","2020","40"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","25_6_2020","25","6","2020","39.5"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","21_5_2020","21","5","2020","32"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","19_5_2020","19","5","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","33_8_2020","33","8","2020","45.25"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","28_7_2020","28","7","2020","38.75"
"d1515707-ab10-49c1-893e-a60b70bd0364","22_5_2020","22","5","2020","40.25"
"e881fa18-07fa-4d42-b765-66644d717b65","32_8_2020","32","8","2020","40.5"
"e072544b-169c-4b5f-89ab-391faece6499","25_6_2020","25","6","2020","41.25"
"fcf15fac-0256-49af-b093-0235c4585e34","24_6_2020","24","6","2020","43.41666666666667"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","27_7_2020","27","7","2020","24"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","23_6_2020","23","6","2020","32"
"75684d5f-2ab3-4aa8-a82b-e084b10f94b4","24_6_2020","24","6","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","23_6_2020","23","6","2020","40.25"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","21_5_2020","21","5","2020","33"
"9b673e40-f3c2-4bc6-ab78-06cf0e33bac3","33_8_2020","33","8","2020","40"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","16_4_2020","16","4","2020","33"
"a415e194-bf55-4e97-8ee7-a7fa540ecc8e","19_5_2020","19","5","2020","44.5"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","21_5_2020","21","5","2020","30.75"
"89fe4a65-76ab-4126-82e2-52f425c11f21","22_5_2020","22","5","2020","41"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","25_6_2020","25","6","2020","40"
"fcf15fac-0256-49af-b093-0235c4585e34","25_6_2020","25","6","2020","35.5"
"fcf15fac-0256-49af-b093-0235c4585e34","21_5_2020","21","5","2020","31"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","15_4_2020","15","4","2020","24.5"
"b6380033-1ff3-456e-b518-a7666e0c72e7","33_8_2020","33","8","2020","40"
"32cff9bb-65a2-4122-ad00-399992f58ea6","27_7_2020","27","7","2020","27.5"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","16_4_2020","16","4","2020","32"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","22_5_2020","22","5","2020","39"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","19_5_2020","19","5","2020","53.5"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","29_7_2020","29","7","2020","40"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","33_8_2020","33","8","2020","42.5"
"e0778632-e76a-49ba-9b1d-eb01eb8d8df5","23_6_2020","23","6","2020","30"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","22_5_2020","22","5","2020","40"
"89a590ca-884f-4936-b62d-c8f76d79002c","28_7_2020","28","7","2020","40"
"89fe4a65-76ab-4126-82e2-52f425c11f21","32_8_2020","32","8","2020","40.75"
"e072544b-169c-4b5f-89ab-391faece6499","24_6_2020","24","6","2020","40.5"
"fcf15fac-0256-49af-b093-0235c4585e34","23_6_2020","23","6","2020","32"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","33_8_2020","33","8","2020","40"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","23_6_2020","23","6","2020","32"
"1847f009-b425-4e62-8286-f20e52fb7ef5","32_8_2020","32","8","2020","37.75"
"fcf15fac-0256-49af-b093-0235c4585e34","33_8_2020","33","8","2020","40.5"
"fcf15fac-0256-49af-b093-0235c4585e34","32_8_2020","32","8","2020","39.5"
"75684d5f-2ab3-4aa8-a82b-e084b10f94b4","2_1_2020","2","1","2020","41"
"7cdcb7be-32fa-4231-8271-549422721c9b","25_6_2020","25","6","2020","41"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","30_7_2020","30","7","2020","40"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","32_8_2020","32","8","2020","40"
"e716fa8b-62e8-463e-afad-ffbef362ade6","26_6_2020","26","6","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","27_6_2020","27","6","2020","18"
"e716fa8b-62e8-463e-afad-ffbef362ade6","25_6_2020","25","6","2020","47"
"7cdcb7be-32fa-4231-8271-549422721c9b","24_6_2020","24","6","2020","40.5"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","28_7_2020","28","7","2020","40"
"dc12c3f1-9757-4406-a012-57758bcad921","23_6_2020","23","6","2020","32"
"a415e194-bf55-4e97-8ee7-a7fa540ecc8e","33_8_2020","33","8","2020","40"
"343a795c-7ee4-40d1-8ef5-f93b85059a50","22_5_2020","22","5","2020","36.5"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","23_6_2020","23","6","2020","38.5"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","26_6_2020","26","6","2020","40"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","21_5_2020","21","5","2020","35"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","23_6_2020","23","6","2020","34.5"
"fcf15fac-0256-49af-b093-0235c4585e34","22_5_2020","22","5","2020","40"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","20_5_2020","20","5","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","22_5_2020","22","5","2020","41"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","23_6_2020","23","6","2020","31.25"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","25_6_2020","25","6","2020","49"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","27_6_2020","27","6","2020","17"
"d1515707-ab10-49c1-893e-a60b70bd0364","25_6_2020","25","6","2020","42.5"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","24_6_2020","24","6","2020","40.5"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","26_6_2020","26","6","2020","41"
"7cdcb7be-32fa-4231-8271-549422721c9b","26_6_2020","26","6","2020","40.75"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","23_6_2020","23","6","2020","33.5"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","27_6_2020","27","6","2020","16"
"fcf15fac-0256-49af-b093-0235c4585e34","27_7_2020","27","7","2020","24.5"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","27_7_2020","27","7","2020","24"
"b6380033-1ff3-456e-b518-a7666e0c72e7","30_7_2020","30","7","2020","40"
"32cff9bb-65a2-4122-ad00-399992f58ea6","30_7_2020","30","7","2020","40"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","33_8_2020","33","8","2020","41.75"
"fcf15fac-0256-49af-b093-0235c4585e34","27_6_2020","27","6","2020","17.25"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","21_5_2020","21","5","2020","33.75"
"d1515707-ab10-49c1-893e-a60b70bd0364","33_8_2020","33","8","2020","40"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","32_8_2020","32","8","2020","36.5"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","18_4_2020","18","4","2020","34"
"343a795c-7ee4-40d1-8ef5-f93b85059a50","8_2_2020","8","2","2020","38"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","16_4_2020","16","4","2020","32"
"fcf15fac-0256-49af-b093-0235c4585e34","28_7_2020","28","7","2020","40"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","26_6_2020","26","6","2020","41"
"a415e194-bf55-4e97-8ee7-a7fa540ecc8e","22_5_2020","22","5","2020","40.5"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","32_8_2020","32","8","2020","39"
"8aa34fdd-8885-4c15-a445-0b413705a326","23_6_2020","23","6","2020","32"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","33_8_2020","33","8","2020","45"
"dc12c3f1-9757-4406-a012-57758bcad921","3_1_2020","3","1","2020","41.5"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","25_6_2020","25","6","2020","37.5"
"32cff9bb-65a2-4122-ad00-399992f58ea6","32_8_2020","32","8","2020","40"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","32_8_2020","32","8","2020","40"
"8aa34fdd-8885-4c15-a445-0b413705a326","27_7_2020","27","7","2020","24"
"b4c98e99-8265-4890-85fa-04aff6ab5b13","33_8_2020","33","8","2020","40"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","24_6_2020","24","6","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","24_6_2020","24","6","2020","39.666666666666664"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","27_7_2020","27","7","2020","24.916666666666664"
"32cff9bb-65a2-4122-ad00-399992f58ea6","29_7_2020","29","7","2020","40"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","25_6_2020","25","6","2020","41"
"e881fa18-07fa-4d42-b765-66644d717b65","25_6_2020","25","6","2020","40.25"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","28_7_2020","28","7","2020","38"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","26_6_2020","26","6","2020","41"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","22_5_2020","22","5","2020","42.75"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","22_5_2020","22","5","2020","43.5"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","26_6_2020","26","6","2020","40.25"
"89fe4a65-76ab-4126-82e2-52f425c11f21","24_6_2020","24","6","2020","41"
"8aa34fdd-8885-4c15-a445-0b413705a326","30_7_2020","30","7","2020","40"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","26_6_2020","26","6","2020","42.25"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","24_6_2020","24","6","2020","39"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","32_8_2020","32","8","2020","40"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","27_7_2020","27","7","2020","23.5"
"89fe4a65-76ab-4126-82e2-52f425c11f21","18_4_2020","18","4","2020","36.5"
"89fe4a65-76ab-4126-82e2-52f425c11f21","18_5_2020","18","5","2020","1"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","33_8_2020","33","8","2020","37.5"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","29_7_2020","29","7","2020","40"
"e0778632-e76a-49ba-9b1d-eb01eb8d8df5","32_8_2020","32","8","2020","40"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","33_8_2020","33","8","2020","40"
"e881fa18-07fa-4d42-b765-66644d717b65","26_6_2020","26","6","2020","40"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","25_6_2020","25","6","2020","45.83333333333333"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","23_6_2020","23","6","2020","32.25"
"32cff9bb-65a2-4122-ad00-399992f58ea6","23_6_2020","23","6","2020","40"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","32_8_2020","32","8","2020","40"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","23_6_2020","23","6","2020","32.08333333333333"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","24_6_2020","24","6","2020","42.5"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","24_6_2020","24","6","2020","40"
"fcf15fac-0256-49af-b093-0235c4585e34","26_6_2020","26","6","2020","43.416666666666664"
"89a590ca-884f-4936-b62d-c8f76d79002c","33_8_2020","33","8","2020","40"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","23_6_2020","23","6","2020","32"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","33_8_2020","33","8","2020","44.5"
"7cdcb7be-32fa-4231-8271-549422721c9b","27_6_2020","27","6","2020","17"
"75684d5f-2ab3-4aa8-a82b-e084b10f94b4","25_6_2020","25","6","2020","41.5"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","19_5_2020","19","5","2020","42"
"8aa34fdd-8885-4c15-a445-0b413705a326","26_6_2020","26","6","2020","41"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","22_5_2020","22","5","2020","40.5"
"e072544b-169c-4b5f-89ab-391faece6499","22_5_2020","22","5","2020","40.5"
"e881fa18-07fa-4d42-b765-66644d717b65","33_8_2020","33","8","2020","42.75"
"32cff9bb-65a2-4122-ad00-399992f58ea6","21_5_2020","21","5","2020","34"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","29_7_2020","29","7","2020","41"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","32_8_2020","32","8","2020","40"
"7cdcb7be-32fa-4231-8271-549422721c9b","27_7_2020","27","7","2020","25.75"
"b6380033-1ff3-456e-b518-a7666e0c72e7","25_6_2020","25","6","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","21_5_2020","21","5","2020","26.75"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","18_4_2020","18","4","2020","32.25"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","18_5_2020","18","5","2020","0.75"
"7cdcb7be-32fa-4231-8271-549422721c9b","20_5_2020","20","5","2020","39.5"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","28_7_2020","28","7","2020","41.5"
"dc12c3f1-9757-4406-a012-57758bcad921","25_6_2020","25","6","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","25_6_2020","25","6","2020","43.25"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","32_8_2020","32","8","2020","41.25"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","24_6_2020","24","6","2020","47"
"e716fa8b-62e8-463e-afad-ffbef362ade6","24_6_2020","24","6","2020","45"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","24_6_2020","24","6","2020","40"
"e072544b-169c-4b5f-89ab-391faece6499","27_6_2020","27","6","2020","16"
"89fe4a65-76ab-4126-82e2-52f425c11f21","25_6_2020","25","6","2020","40.5"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","22_5_2020","22","5","2020","40"
"89a590ca-884f-4936-b62d-c8f76d79002c","26_6_2020","26","6","2020","40.5"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","28_7_2020","28","7","2020","40.5"
"75684d5f-2ab3-4aa8-a82b-e084b10f94b4","32_8_2020","32","8","2020","40.5"
"89fe4a65-76ab-4126-82e2-52f425c11f21","27_7_2020","27","7","2020","20.25"
"b4c98e99-8265-4890-85fa-04aff6ab5b13","5_1_2020","5","1","2020","42"
"e716fa8b-62e8-463e-afad-ffbef362ade6","20_5_2020","20","5","2020","40.5"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","25_6_2020","25","6","2020","42.5"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","21_5_2020","21","5","2020","31.999999999999996"
"4e010ff2-d5a1-42a6-aaaf-0a37e122cffb","25_6_2020","25","6","2020","8"
"89fe4a65-76ab-4126-82e2-52f425c11f21","23_6_2020","23","6","2020","31"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","23_6_2020","23","6","2020","31.75"
"e881fa18-07fa-4d42-b765-66644d717b65","27_7_2020","27","7","2020","23.75"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","25_6_2020","25","6","2020","40.83333333333333"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","31_7_2020","31","7","2020","40"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","32_8_2020","32","8","2020","39.25"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","23_6_2020","23","6","2020","32.25"
"7cdcb7be-32fa-4231-8271-549422721c9b","30_7_2020","30","7","2020","40"
"19ba4751-2172-4be0-bf24-54c8ee2ee1c4","21_5_2020","21","5","2020","32"
"89a590ca-884f-4936-b62d-c8f76d79002c","24_6_2020","24","6","2020","43.16666666666667"
"d1515707-ab10-49c1-893e-a60b70bd0364","24_6_2020","24","6","2020","39"
"343a795c-7ee4-40d1-8ef5-f93b85059a50","21_5_2020","21","5","2020","29"
"8aa34fdd-8885-4c15-a445-0b413705a326","33_8_2020","33","8","2020","40"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","32_8_2020","32","8","2020","40.5"
"e0778632-e76a-49ba-9b1d-eb01eb8d8df5","26_6_2020","26","6","2020","41"
"7cdcb7be-32fa-4231-8271-549422721c9b","23_6_2020","23","6","2020","32.5"
"e881fa18-07fa-4d42-b765-66644d717b65","16_4_2020","16","4","2020","32"
"1847f009-b425-4e62-8286-f20e52fb7ef5","33_8_2020","33","8","2020","38.5"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","28_7_2020","28","7","2020","42.25"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","20_5_2020","20","5","2020","64.5"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","29_7_2020","29","7","2020","40"
"e881fa18-07fa-4d42-b765-66644d717b65","23_6_2020","23","6","2020","31.5"
"89a590ca-884f-4936-b62d-c8f76d79002c","23_6_2020","23","6","2020","31.5"
"d1515707-ab10-49c1-893e-a60b70bd0364","26_6_2020","26","6","2020","38.5"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","28_7_2020","28","7","2020","40"
"4e010ff2-d5a1-42a6-aaaf-0a37e122cffb","33_8_2020","33","8","2020","8"
"cc7eed86-e4df-4f32-a3d6-1f48a0bc7d98","25_6_2020","25","6","2020","41"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","27_6_2020","27","6","2020","16"
"32cff9bb-65a2-4122-ad00-399992f58ea6","25_6_2020","25","6","2020","40"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","18_4_2020","18","4","2020","32"
"9b673e40-f3c2-4bc6-ab78-06cf0e33bac3","32_8_2020","32","8","2020","40"
"b4c98e99-8265-4890-85fa-04aff6ab5b13","23_6_2020","23","6","2020","34"
"e072544b-169c-4b5f-89ab-391faece6499","27_7_2020","27","7","2020","26.25"
"32cff9bb-65a2-4122-ad00-399992f58ea6","26_6_2020","26","6","2020","40.5"
"dc12c3f1-9757-4406-a012-57758bcad921","24_6_2020","24","6","2020","40"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","27_6_2020","27","6","2020","15.75"
"89fe4a65-76ab-4126-82e2-52f425c11f21","21_5_2020","21","5","2020","30.25"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","33_8_2020","33","8","2020","39.833333333333336"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","31_7_2020","31","7","2020","40"
"e881fa18-07fa-4d42-b765-66644d717b65","24_6_2020","24","6","2020","40"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","22_5_2020","22","5","2020","40.5"
"b6380033-1ff3-456e-b518-a7666e0c72e7","27_6_2020","27","6","2020","17"
"8aa34fdd-8885-4c15-a445-0b413705a326","28_7_2020","28","7","2020","40"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","33_8_2020","33","8","2020","40.5"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","25_6_2020","25","6","2020","40"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","22_5_2020","22","5","2020","41.5"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","27_7_2020","27","7","2020","24.5"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","2_1_2020","2","1","2020","43.25"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","27_6_2020","27","6","2020","15.5"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","22_5_2020","22","5","2020","40"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","27_7_2020","27","7","2020","23.75"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","27_6_2020","27","6","2020","16.5"
"e072544b-169c-4b5f-89ab-391faece6499","32_8_2020","32","8","2020","40"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","25_6_2020","25","6","2020","40"
"b4c98e99-8265-4890-85fa-04aff6ab5b13","31_7_2020","31","7","2020","40"
"8aa34fdd-8885-4c15-a445-0b413705a326","22_5_2020","22","5","2020","40"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","26_6_2020","26","6","2020","39.75"
"7cdcb7be-32fa-4231-8271-549422721c9b","33_8_2020","33","8","2020","40"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","24_6_2020","24","6","2020","38"
"343a795c-7ee4-40d1-8ef5-f93b85059a50","26_6_2020","26","6","2020","34.5"
"d1515707-ab10-49c1-893e-a60b70bd0364","21_5_2020","21","5","2020","32"
"0d2a7e56-1519-4225-b7e3-ee857fd014d2","27_6_2020","27","6","2020","15.5"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","22_5_2020","22","5","2020","39"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","27_6_2020","27","6","2020","16.5"
"e072544b-169c-4b5f-89ab-391faece6499","26_6_2020","26","6","2020","42.5"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","21_5_2020","21","5","2020","30.75"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","8_2_2020","8","2","2020","40"
"41c4233e-bb22-44f2-bcb4-8f01061c0c28","4_1_2020","4","1","2020","42"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","31_7_2020","31","7","2020","41.75"
"583ee621-6cb0-4fb0-b82e-f60232e3e57e","22_5_2020","22","5","2020","43.75"
"e0778632-e76a-49ba-9b1d-eb01eb8d8df5","33_8_2020","33","8","2020","40"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","22_5_2020","22","5","2020","40.833333333333336"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","25_6_2020","25","6","2020","40"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","29_7_2020","29","7","2020","40"
"2da05f36-663d-45bd-bf97-407b305b74bf","16_4_2020","16","4","2020","34"
"f3c0fc94-161b-4960-ae2c-82fa663d1143","29_7_2020","29","7","2020","40"
"360c64e0-63a2-409c-b2f2-5a73c3bdf70b","33_8_2020","33","8","2020","39"
"6be2988f-3a43-4d88-b331-5d37b4a7aaab","32_8_2020","32","8","2020","41"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","33_8_2020","33","8","2020","40"
"451a7fae-82fb-40f7-b9d1-c71ab4fdef32","26_6_2020","26","6","2020","40.333333333333336"
"405035eb-32ab-4625-94cc-a668f73e341c","8_2_2020","8","2","2020","43"
"5880d293-567a-4b4a-bdb4-3cf7d9315181","21_5_2020","21","5","2020","32"
"4b9d592d-50e5-423c-b7e3-175aeea7e139","26_6_2020","26","6","2020","40.5"
"32cff9bb-65a2-4122-ad00-399992f58ea6","10_3_2020","10","3","2020","40.5"
"be11fac5-4825-4caa-b0d5-1e3b4f0ecae9","26_6_2020","26","6","2020","40"
"6c9b5da3-bd2e-460c-98d9-f30f76867355","26_6_2020","26","6","2020","40"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","27_7_2020","27","7","2020","23.25"
"54573d03-85a0-4b2c-80e5-f3f4549e266b","24_6_2020","24","6","2020","40.083333333333336"
"b4c98e99-8265-4890-85fa-04aff6ab5b13","21_5_2020","21","5","2020","32"
"9fbd8b04-ea58-47df-bacb-6f14eedec3fa","27_7_2020","27","7","2020","24.5"
"49c65b55-8526-495b-94f2-3c653e2c1fb4","27_7_2020","27","7","2020","20.25"
